"Step","ruby-fire-12 - metrics/precision","ruby-fire-12 - metrics/precision__MIN","ruby-fire-12 - metrics/precision__MAX","ruby-fire-12 - metrics/recall","ruby-fire-12 - metrics/recall__MIN","ruby-fire-12 - metrics/recall__MAX"
"16","0.9063459546657057","0.9063459546657057","0.9063459546657057","0.8529311052225536","0.8529311052225536","0.8529311052225536"
"17","0.8853945939942719","0.8853945939942719","0.8853945939942719","0.8302186675420026","0.8302186675420026","0.8302186675420026"
"18","0.8731711568734535","0.8731711568734535","0.8731711568734535","0.8194769835267687","0.8194769835267687","0.8194769835267687"
"19","0.8733410407262648","0.8733410407262648","0.8733410407262648","0.821100010305088","0.821100010305088","0.821100010305088"
"20","0.8980530444768514","0.8980530444768514","0.8980530444768514","0.8553623047567543","0.8553623047567543","0.8553623047567543"
"21","0.8831566740941502","0.8831566740941502","0.8831566740941502","0.8351848534742108","0.8351848534742108","0.8351848534742108"
"22","0.9200112195947284","0.9200112195947284","0.9200112195947284","0.8825967684434156","0.8825967684434156","0.8825967684434156"
"23","0.9271523424631257","0.9271523424631257","0.9271523424631257","0.874392042004316","0.874392042004316","0.874392042004316"
"24","0.9218932528768615","0.9218932528768615","0.9218932528768615","0.8756407778057985","0.8756407778057985","0.8756407778057985"
"25","0.9409623692841839","0.9409623692841839","0.9409623692841839","0.8987642674524084","0.8987642674524084","0.8987642674524084"
"26","0.9327026065093476","0.9327026065093476","0.9327026065093476","0.9029273649912287","0.9029273649912287","0.9029273649912287"
"27","0.9328600178420583","0.9328600178420583","0.9328600178420583","0.8845362644781551","0.8845362644781551","0.8845362644781551"
"28","0.9383186654699641","0.9383186654699641","0.9383186654699641","0.9084775906788222","0.9084775906788222","0.9084775906788222"
"29","0.9357612918848176","0.9357612918848176","0.9357612918848176","0.9102070088260529","0.9102070088260529","0.9102070088260529"
"30","0.9234711880512722","0.9234711880512722","0.9234711880512722","0.8849794906410673","0.8849794906410673","0.8849794906410673"
"31","0.9582932283357345","0.9582932283357345","0.9582932283357345","0.9237470011610149","0.9237470011610149","0.9237470011610149"
"32","0.9512963547749597","0.9512963547749597","0.9512963547749597","0.92438408595023","0.92438408595023","0.92438408595023"
"33","0.9559104716807892","0.9559104716807892","0.9559104716807892","0.9193790844874506","0.9193790844874506","0.9193790844874506"
"34","0.9453210419125915","0.9453210419125915","0.9453210419125915","0.9165122657320417","0.9165122657320417","0.9165122657320417"
"35","0.9463895611180737","0.9463895611180737","0.9463895611180737","0.9208886801507296","0.9208886801507296","0.9208886801507296"
"36","0.9493683029830575","0.9493683029830575","0.9493683029830575","0.9110355943892724","0.9110355943892724","0.9110355943892724"
"37","0.9447308935682873","0.9447308935682873","0.9447308935682873","0.9166282563501661","0.9166282563501661","0.9166282563501661"
"38","0.9171116940689794","0.9171116940689794","0.9171116940689794","0.875598168518271","0.875598168518271","0.875598168518271"
"39","0.9281165465844796","0.9281165465844796","0.9281165465844796","0.8878966713898008","0.8878966713898008","0.8878966713898008"
"40","0.9376123925165362","0.9376123925165362","0.9376123925165362","0.9099602876978912","0.9099602876978912","0.9099602876978912"
"41","0.9400369117461415","0.9400369117461415","0.9400369117461415","0.9087050010889678","0.9087050010889678","0.9087050010889678"
"42","0.9533233112072791","0.9533233112072791","0.9533233112072791","0.9273312195325366","0.9273312195325366","0.9273312195325366"
"43","0.9443635712066354","0.9443635712066354","0.9443635712066354","0.9251646162724873","0.9251646162724873","0.9251646162724873"
"44","0.9470766393445205","0.9470766393445205","0.9470766393445205","0.9275830656513661","0.9275830656513661","0.9275830656513661"
"45","0.9566002889910662","0.9566002889910662","0.9566002889910662","0.9334941368333037","0.9334941368333037","0.9334941368333037"
"46","0.9506553629722662","0.9506553629722662","0.9506553629722662","0.9301698663757433","0.9301698663757433","0.9301698663757433"
"47","0.9608913116201787","0.9608913116201787","0.9608913116201787","0.93104205681903","0.93104205681903","0.93104205681903"
"48","0.9560988954480356","0.9560988954480356","0.9560988954480356","0.9244209081736545","0.9244209081736545","0.9244209081736545"
"49","0.9447715435851224","0.9447715435851224","0.9447715435851224","0.9176667452158752","0.9176667452158752","0.9176667452158752"
"50","0.9529689891622821","0.9529689891622821","0.9529689891622821","0.9295510729685721","0.9295510729685721","0.9295510729685721"
"51","0.9491277787925013","0.9491277787925013","0.9491277787925013","0.9273274026785366","0.9273274026785366","0.9273274026785366"
"52","0.9494595653834462","0.9494595653834462","0.9494595653834462","0.9237132826272335","0.9237132826272335","0.9237132826272335"
"53","0.9568923829166421","0.9568923829166421","0.9568923829166421","0.9318492620430794","0.9318492620430794","0.9318492620430794"
"54","0.9620105118050907","0.9620105118050907","0.9620105118050907","0.9380468405663088","0.9380468405663088","0.9380468405663088"
"55","0.9569762635155059","0.9569762635155059","0.9569762635155059","0.9360656882293964","0.9360656882293964","0.9360656882293964"
"56","0.954414318865759","0.954414318865759","0.954414318865759","0.9294479555156957","0.9294479555156957","0.9294479555156957"
"57","0.9621745684658474","0.9621745684658474","0.9621745684658474","0.9329999616674515","0.9329999616674515","0.9329999616674515"
"58","0.9619082475792008","0.9619082475792008","0.9619082475792008","0.9445915596315233","0.9445915596315233","0.9445915596315233"
"59","0.9633944748715683","0.9633944748715683","0.9633944748715683","0.9373670892138279","0.9373670892138279","0.9373670892138279"
"60","0.9632092353542084","0.9632092353542084","0.9632092353542084","0.9351040631851187","0.9351040631851187","0.9351040631851187"
"61","0.9571624368291523","0.9571624368291523","0.9571624368291523","0.9337480714750582","0.9337480714750582","0.9337480714750582"
"62","0.9646523146936818","0.9646523146936818","0.9646523146936818","0.940790189444599","0.940790189444599","0.940790189444599"
"63","0.9691367887514315","0.9691367887514315","0.9691367887514315","0.9431200713170881","0.9431200713170881","0.9431200713170881"
"64","0.9590031067209895","0.9590031067209895","0.9590031067209895","0.9370028262805659","0.9370028262805659","0.9370028262805659"
"65","0.9617854675231753","0.9617854675231753","0.9617854675231753","0.947665466686999","0.947665466686999","0.947665466686999"
"66","0.9606104123222288","0.9606104123222288","0.9606104123222288","0.9495421796220181","0.9495421796220181","0.9495421796220181"
"67","0.9658145687312416","0.9658145687312416","0.9658145687312416","0.9464983810935842","0.9464983810935842","0.9464983810935842"
"68","0.9650508939021596","0.9650508939021596","0.9650508939021596","0.9544576516383424","0.9544576516383424","0.9544576516383424"
"69","0.9683062931450054","0.9683062931450054","0.9683062931450054","0.9482335487898818","0.9482335487898818","0.9482335487898818"
"70","0.9685769180049427","0.9685769180049427","0.9685769180049427","0.9544337979638208","0.9544337979638208","0.9544337979638208"
"71","0.9626657137116622","0.9626657137116622","0.9626657137116622","0.9519576962012891","0.9519576962012891","0.9519576962012891"
"72","0.9711790546834171","0.9711790546834171","0.9711790546834171","0.954446537340906","0.954446537340906","0.954446537340906"
"73","0.9727046051455376","0.9727046051455376","0.9727046051455376","0.9602020517605276","0.9602020517605276","0.9602020517605276"
"74","0.969887739595968","0.969887739595968","0.969887739595968","0.950427259646872","0.950427259646872","0.950427259646872"
"75","0.9678785681622686","0.9678785681622686","0.9678785681622686","0.9521884119642903","0.9521884119642903","0.9521884119642903"
"76","0.961074760453697","0.961074760453697","0.961074760453697","0.9458660205298205","0.9458660205298205","0.9458660205298205"
"77","0.959064314236091","0.959064314236091","0.959064314236091","0.9342639004753456","0.9342639004753456","0.9342639004753456"
"78","0.9635297721848876","0.9635297721848876","0.9635297721848876","0.9425411994013005","0.9425411994013005","0.9425411994013005"
"79","0.9656451761190126","0.9656451761190126","0.9656451761190126","0.9476224699222314","0.9476224699222314","0.9476224699222314"
"80","0.9666286962279639","0.9666286962279639","0.9666286962279639","0.9490708323135745","0.9490708323135745","0.9490708323135745"
"81","0.9727937806001034","0.9727937806001034","0.9727937806001034","0.9476100735530837","0.9476100735530837","0.9476100735530837"
"82","0.9697858835985254","0.9697858835985254","0.9697858835985254","0.9584618168660762","0.9584618168660762","0.9584618168660762"
"83","0.9561206821798419","0.9561206821798419","0.9561206821798419","0.9381460612691512","0.9381460612691512","0.9381460612691512"
"84","0.9664407447426259","0.9664407447426259","0.9664407447426259","0.9546090183539299","0.9546090183539299","0.9546090183539299"
"85","0.9638384659097605","0.9638384659097605","0.9638384659097605","0.9507260764402473","0.9507260764402473","0.9507260764402473"
"86","0.9720752483817833","0.9720752483817833","0.9720752483817833","0.9562339179409355","0.9562339179409355","0.9562339179409355"
"87","0.965879753781269","0.965879753781269","0.965879753781269","0.9532522461127623","0.9532522461127623","0.9532522461127623"
"88","0.9703971655298133","0.9703971655298133","0.9703971655298133","0.9527539617176469","0.9527539617176469","0.9527539617176469"
"89","0.9747489315174532","0.9747489315174532","0.9747489315174532","0.9629679695730995","0.9629679695730995","0.9629679695730995"
"90","0.9715233667443828","0.9715233667443828","0.9715233667443828","0.9575588688182514","0.9575588688182514","0.9575588688182514"
"91","0.9778177657417556","0.9778177657417556","0.9778177657417556","0.9642379016721604","0.9642379016721604","0.9642379016721604"
"92","0.9786065496588581","0.9786065496588581","0.9786065496588581","0.961751696677455","0.961751696677455","0.961751696677455"
"93","0.9786637808858097","0.9786637808858097","0.9786637808858097","0.9640201004187469","0.9640201004187469","0.9640201004187469"
"94","0.9730937837042601","0.9730937837042601","0.9730937837042601","0.9631674007990839","0.9631674007990839","0.9631674007990839"
"95","0.9723844037381877","0.9723844037381877","0.9723844037381877","0.9572700127539964","0.9572700127539964","0.9572700127539964"
"96","0.9603394338693555","0.9603394338693555","0.9603394338693555","0.9388087616863942","0.9388087616863942","0.9388087616863942"
"97","0.9690330178010437","0.9690330178010437","0.9690330178010437","0.952010926679756","0.952010926679756","0.952010926679756"
"98","0.9782482050318633","0.9782482050318633","0.9782482050318633","0.9636019019414775","0.9636019019414775","0.9636019019414775"
"99","0.9766890427666545","0.9766890427666545","0.9766890427666545","0.9631678391850604","0.9631678391850604","0.9631678391850604"
"100","0.9675522613943444","0.9675522613943444","0.9675522613943444","0.9453185710353004","0.9453185710353004","0.9453185710353004"
"101","0.9780263858647386","0.9780263858647386","0.9780263858647386","0.9648257876777278","0.9648257876777278","0.9648257876777278"
"102","0.9800125513436292","0.9800125513436292","0.9800125513436292","0.968005363738983","0.968005363738983","0.968005363738983"
"103","0.9783503478845552","0.9783503478845552","0.9783503478845552","0.9684512846423913","0.9684512846423913","0.9684512846423913"
"104","0.9783616352787986","0.9783616352787986","0.9783616352787986","0.9676134898154997","0.9676134898154997","0.9676134898154997"
"105","0.9803598353153973","0.9803598353153973","0.9803598353153973","0.9664993618661565","0.9664993618661565","0.9664993618661565"
"106","0.9761814621598455","0.9761814621598455","0.9761814621598455","0.9587644477345987","0.9587644477345987","0.9587644477345987"
"107","0.971943663703338","0.971943663703338","0.971943663703338","0.9578621146666273","0.9578621146666273","0.9578621146666273"
"108","0.9798255261344159","0.9798255261344159","0.9798255261344159","0.9683386649179796","0.9683386649179796","0.9683386649179796"
"109","0.9793808782668189","0.9793808782668189","0.9793808782668189","0.9679199254393076","0.9679199254393076","0.9679199254393076"
"110","0.9726426552643539","0.9726426552643539","0.9726426552643539","0.9618140786222354","0.9618140786222354","0.9618140786222354"
"111","0.9798337124839965","0.9798337124839965","0.9798337124839965","0.970763021262778","0.970763021262778","0.970763021262778"
"112","0.9671924003570878","0.9671924003570878","0.9671924003570878","0.9649118348235133","0.9649118348235133","0.9649118348235133"
"113","0.9788332960761266","0.9788332960761266","0.9788332960761266","0.9677551232026005","0.9677551232026005","0.9677551232026005"
"114","0.9796366617316158","0.9796366617316158","0.9796366617316158","0.9707873272788391","0.9707873272788391","0.9707873272788391"
"115","0.97961357789818","0.97961357789818","0.97961357789818","0.9706912172009842","0.9706912172009842","0.9706912172009842"
"116","0.9764407206088447","0.9764407206088447","0.9764407206088447","0.9738445116856052","0.9738445116856052","0.9738445116856052"
"117","0.9785750553503695","0.9785750553503695","0.9785750553503695","0.9679131639923636","0.9679131639923636","0.9679131639923636"
"118","0.9816376084623207","0.9816376084623207","0.9816376084623207","0.9731172768592474","0.9731172768592474","0.9731172768592474"
"119","0.9713361036795224","0.9713361036795224","0.9713361036795224","0.9589489972146034","0.9589489972146034","0.9589489972146034"
"120","0.9821831411790066","0.9821831411790066","0.9821831411790066","0.9731451993729784","0.9731451993729784","0.9731451993729784"
"121","0.967985929983371","0.967985929983371","0.967985929983371","0.9520241974931457","0.9520241974931457","0.9520241974931457"
"122","0.9726695355373275","0.9726695355373275","0.9726695355373275","0.9521534762209454","0.9521534762209454","0.9521534762209454"
"123","0.9736421808636794","0.9736421808636794","0.9736421808636794","0.9613656178740769","0.9613656178740769","0.9613656178740769"
"124","0.9796086796559367","0.9796086796559367","0.9796086796559367","0.9669125056523592","0.9669125056523592","0.9669125056523592"
"125","0.9789208301941326","0.9789208301941326","0.9789208301941326","0.9717691761448108","0.9717691761448108","0.9717691761448108"
"126","0.9703626017526091","0.9703626017526091","0.9703626017526091","0.9613071944357957","0.9613071944357957","0.9613071944357957"
"127","0.9717760689156328","0.9717760689156328","0.9717760689156328","0.9603835600001687","0.9603835600001687","0.9603835600001687"
"128","0.9711829661067984","0.9711829661067984","0.9711829661067984","0.9628503258297382","0.9628503258297382","0.9628503258297382"
"129","0.9772105513152457","0.9772105513152457","0.9772105513152457","0.9631272561889145","0.9631272561889145","0.9631272561889145"
"130","0.9696368881148305","0.9696368881148305","0.9696368881148305","0.9662900966659619","0.9662900966659619","0.9662900966659619"
"131","0.9793897993729034","0.9793897993729034","0.9793897993729034","0.9662899440836404","0.9662899440836404","0.9662899440836404"
"132","0.9802375481416528","0.9802375481416528","0.9802375481416528","0.9725987917514997","0.9725987917514997","0.9725987917514997"
"133","0.9750975637518268","0.9750975637518268","0.9750975637518268","0.9728240574012377","0.9728240574012377","0.9728240574012377"
"134","0.978445307695775","0.978445307695775","0.978445307695775","0.971935236832159","0.971935236832159","0.971935236832159"
"135","0.974406807448348","0.974406807448348","0.974406807448348","0.9592153010716339","0.9592153010716339","0.9592153010716339"
"136","0.9653458223677079","0.9653458223677079","0.9653458223677079","0.9593665604773244","0.9593665604773244","0.9593665604773244"
"137","0.9752736849950351","0.9752736849950351","0.9752736849950351","0.9717918378636092","0.9717918378636092","0.9717918378636092"
"138","0.9765139370825343","0.9765139370825343","0.9765139370825343","0.971062206498988","0.971062206498988","0.971062206498988"
"139","0.9719251815772054","0.9719251815772054","0.9719251815772054","0.9590067673261272","0.9590067673261272","0.9590067673261272"
"140","0.9728138105186225","0.9728138105186225","0.9728138105186225","0.9607655410973855","0.9607655410973855","0.9607655410973855"
"141","0.9804236370385682","0.9804236370385682","0.9804236370385682","0.9664555728518515","0.9664555728518515","0.9664555728518515"
"142","0.9769717244880042","0.9769717244880042","0.9769717244880042","0.9701419210835027","0.9701419210835027","0.9701419210835027"
"143","0.9821003169913687","0.9821003169913687","0.9821003169913687","0.9717356271643705","0.9717356271643705","0.9717356271643705"
"144","0.9791861327488386","0.9791861327488386","0.9791861327488386","0.9755202653360527","0.9755202653360527","0.9755202653360527"
"145","0.976713174378788","0.976713174378788","0.976713174378788","0.971128060982812","0.971128060982812","0.971128060982812"
"146","0.978499463237804","0.978499463237804","0.978499463237804","0.9717769122920384","0.9717769122920384","0.9717769122920384"
"147","0.972725158898507","0.972725158898507","0.972725158898507","0.9695896204587902","0.9695896204587902","0.9695896204587902"
"148","0.9811666924659456","0.9811666924659456","0.9811666924659456","0.9736417426311276","0.9736417426311276","0.9736417426311276"
"149","0.9779276456909637","0.9779276456909637","0.9779276456909637","0.9769684534549019","0.9769684534549019","0.9769684534549019"
"150","0.9755924797482196","0.9755924797482196","0.9755924797482196","0.9584861432219411","0.9584861432219411","0.9584861432219411"
"151","0.9779192708287919","0.9779192708287919","0.9779192708287919","0.974588502510172","0.974588502510172","0.974588502510172"
"152","0.9749075020115243","0.9749075020115243","0.9749075020115243","0.9749985495731579","0.9749985495731579","0.9749985495731579"
"153","0.9843414866878026","0.9843414866878026","0.9843414866878026","0.9788663191118673","0.9788663191118673","0.9788663191118673"
"154","0.9836029780887691","0.9836029780887691","0.9836029780887691","0.9814962791716026","0.9814962791716026","0.9814962791716026"
"155","0.9822029819231858","0.9822029819231858","0.9822029819231858","0.9787217816671965","0.9787217816671965","0.9787217816671965"
"156","0.9815209023647377","0.9815209023647377","0.9815209023647377","0.9731626845798936","0.9731626845798936","0.9731626845798936"
"157","0.9803550880583528","0.9803550880583528","0.9803550880583528","0.9733455182642214","0.9733455182642214","0.9733455182642214"
"158","0.983231766922131","0.983231766922131","0.983231766922131","0.9728135083875634","0.9728135083875634","0.9728135083875634"
"159","0.9842541094894935","0.9842541094894935","0.9842541094894935","0.9800200118645522","0.9800200118645522","0.9800200118645522"
"160","0.9821990788644452","0.9821990788644452","0.9821990788644452","0.9767904792581016","0.9767904792581016","0.9767904792581016"
"161","0.9803731365338179","0.9803731365338179","0.9803731365338179","0.9776543577078711","0.9776543577078711","0.9776543577078711"
"162","0.980714007047308","0.980714007047308","0.980714007047308","0.9774962667881884","0.9774962667881884","0.9774962667881884"
"163","0.9829277987140131","0.9829277987140131","0.9829277987140131","0.9806070020742227","0.9806070020742227","0.9806070020742227"
"164","0.9823030286108158","0.9823030286108158","0.9823030286108158","0.9794192671706022","0.9794192671706022","0.9794192671706022"
"165","0.9850165006672897","0.9850165006672897","0.9850165006672897","0.9803705872232061","0.9803705872232061","0.9803705872232061"
"166","0.9848669912891995","0.9848669912891995","0.9848669912891995","0.9814041901893319","0.9814041901893319","0.9814041901893319"
"167","0.9855110002784122","0.9855110002784122","0.9855110002784122","0.9814346990866066","0.9814346990866066","0.9814346990866066"
"168","0.9856931078383496","0.9856931078383496","0.9856931078383496","0.9789909371506571","0.9789909371506571","0.9789909371506571"
"169","0.9797156680359742","0.9797156680359742","0.9797156680359742","0.9755932680313834","0.9755932680313834","0.9755932680313834"
"170","0.98506350961709","0.98506350961709","0.98506350961709","0.984236528790516","0.984236528790516","0.984236528790516"
"171","0.9863794640767912","0.9863794640767912","0.9863794640767912","0.9840571337055813","0.9840571337055813","0.9840571337055813"
"172","0.9835172877534952","0.9835172877534952","0.9835172877534952","0.9836472029769839","0.9836472029769839","0.9836472029769839"
"173","0.9856348886642761","0.9856348886642761","0.9856348886642761","0.9841367381969213","0.9841367381969213","0.9841367381969213"
"174","0.9810955548037247","0.9810955548037247","0.9810955548037247","0.9803732981316333","0.9803732981316333","0.9803732981316333"
"175","0.9812670658802674","0.9812670658802674","0.9812670658802674","0.9717743421465627","0.9717743421465627","0.9717743421465627"
"176","0.9811321332568514","0.9811321332568514","0.9811321332568514","0.9773376409708628","0.9773376409708628","0.9773376409708628"
"177","0.9850271093138713","0.9850271093138713","0.9850271093138713","0.9810286883281226","0.9810286883281226","0.9810286883281226"
"178","0.9859722656533342","0.9859722656533342","0.9859722656533342","0.9829153531684293","0.9829153531684293","0.9829153531684293"
"179","0.9854483637502155","0.9854483637502155","0.9854483637502155","0.9852005440611711","0.9852005440611711","0.9852005440611711"
"180","0.9838209020880738","0.9838209020880738","0.9838209020880738","0.9798698311760984","0.9798698311760984","0.9798698311760984"
"181","0.9875750190841771","0.9875750190841771","0.9875750190841771","0.9857551751284057","0.9857551751284057","0.9857551751284057"
"182","0.9858608677543259","0.9858608677543259","0.9858608677543259","0.9829111593898582","0.9829111593898582","0.9829111593898582"
"183","0.9824159029237939","0.9824159029237939","0.9824159029237939","0.9845258324610847","0.9845258324610847","0.9845258324610847"
"184","0.9867310088498447","0.9867310088498447","0.9867310088498447","0.9839842952794066","0.9839842952794066","0.9839842952794066"
"185","0.9879565208440778","0.9879565208440778","0.9879565208440778","0.9867437357175893","0.9867437357175893","0.9867437357175893"
"186","0.9816614267247292","0.9816614267247292","0.9816614267247292","0.9807423387744775","0.9807423387744775","0.9807423387744775"
"187","0.9821779059901979","0.9821779059901979","0.9821779059901979","0.9804281977516714","0.9804281977516714","0.9804281977516714"
"188","0.9841463030423326","0.9841463030423326","0.9841463030423326","0.9839960362308101","0.9839960362308101","0.9839960362308101"
"189","0.9862124071795154","0.9862124071795154","0.9862124071795154","0.9855333017194141","0.9855333017194141","0.9855333017194141"
"190","0.9874792160190865","0.9874792160190865","0.9874792160190865","0.9858972866136885","0.9858972866136885","0.9858972866136885"
"191","0.988886508770491","0.988886508770491","0.988886508770491","0.9835967087972955","0.9835967087972955","0.9835967087972955"
"192","0.9873525192217567","0.9873525192217567","0.9873525192217567","0.9858966968562605","0.9858966968562605","0.9858966968562605"
"193","0.9840469709091272","0.9840469709091272","0.9840469709091272","0.9851368047441676","0.9851368047441676","0.9851368047441676"
"194","0.9864367039378571","0.9864367039378571","0.9864367039378571","0.9859326019143646","0.9859326019143646","0.9859326019143646"
"195","0.984516455040359","0.984516455040359","0.984516455040359","0.9845903200488363","0.9845903200488363","0.9845903200488363"
"196","0.9848815022281795","0.9848815022281795","0.9848815022281795","0.984014770094597","0.984014770094597","0.984014770094597"
"197","0.9860017188089386","0.9860017188089386","0.9860017188089386","0.9865088003632226","0.9865088003632226","0.9865088003632226"
"198","0.9872313232531141","0.9872313232531141","0.9872313232531141","0.9875321465598271","0.9875321465598271","0.9875321465598271"
"199","0.9869466655591962","0.9869466655591962","0.9869466655591962","0.9867419411637005","0.9867419411637005","0.9867419411637005"
"200","0.9860620952860328","0.9860620952860328","0.9860620952860328","0.986541504179154","0.986541504179154","0.986541504179154"
"201","0.9906692665914617","0.9906692665914617","0.9906692665914617","0.9888075407202769","0.9888075407202769","0.9888075407202769"
"202","0.9868682918886553","0.9868682918886553","0.9868682918886553","0.9838089985771798","0.9838089985771798","0.9838089985771798"
"203","0.987701269403408","0.987701269403408","0.987701269403408","0.987317850646562","0.987317850646562","0.987317850646562"
"204","0.9873717596307828","0.9873717596307828","0.9873717596307828","0.9860466513073584","0.9860466513073584","0.9860466513073584"
"205","0.9888368027878379","0.9888368027878379","0.9888368027878379","0.9877128397946545","0.9877128397946545","0.9877128397946545"
"206","0.9898667134824021","0.9898667134824021","0.9898667134824021","0.9875598653818186","0.9875598653818186","0.9875598653818186"
"207","0.9884025975476013","0.9884025975476013","0.9884025975476013","0.986932328513733","0.986932328513733","0.986932328513733"
"208","0.9917660515095407","0.9917660515095407","0.9917660515095407","0.988634479459014","0.988634479459014","0.988634479459014"
"209","0.9896602399670664","0.9896602399670664","0.9896602399670664","0.9874817116158541","0.9874817116158541","0.9874817116158541"
"210","0.9896075088574389","0.9896075088574389","0.9896075088574389","0.9885019779206563","0.9885019779206563","0.9885019779206563"
"211","0.986125596463412","0.986125596463412","0.986125596463412","0.9863237757540562","0.9863237757540562","0.9863237757540562"
"212","0.9866891191308036","0.9866891191308036","0.9866891191308036","0.9865681261593443","0.9865681261593443","0.9865681261593443"
"213","0.9867886976787587","0.9867886976787587","0.9867886976787587","0.9855384950026106","0.9855384950026106","0.9855384950026106"
"214","0.9886331005797929","0.9886331005797929","0.9886331005797929","0.9864248081412669","0.9864248081412669","0.9864248081412669"
"215","0.9883615487093161","0.9883615487093161","0.9883615487093161","0.9802727565890494","0.9802727565890494","0.9802727565890494"
"216","0.9862505057589379","0.9862505057589379","0.9862505057589379","0.9813130413931793","0.9813130413931793","0.9813130413931793"
"217","0.9843755083659915","0.9843755083659915","0.9843755083659915","0.981392065694748","0.981392065694748","0.981392065694748"
"218","0.9876694305667065","0.9876694305667065","0.9876694305667065","0.9890611525889913","0.9890611525889913","0.9890611525889913"
"219","0.9903714734318019","0.9903714734318019","0.9903714734318019","0.9841871986214944","0.9841871986214944","0.9841871986214944"
"220","0.9880111135735937","0.9880111135735937","0.9880111135735937","0.987340816416118","0.987340816416118","0.987340816416118"
"221","0.9894497770491556","0.9894497770491556","0.9894497770491556","0.9837456522691234","0.9837456522691234","0.9837456522691234"
"222","0.9890391727792321","0.9890391727792321","0.9890391727792321","0.987051392602149","0.987051392602149","0.987051392602149"
"223","0.9831717077739729","0.9831717077739729","0.9831717077739729","0.9846728521049313","0.9846728521049313","0.9846728521049313"
"224","0.9886884560535422","0.9886884560535422","0.9886884560535422","0.9854419748791189","0.9854419748791189","0.9854419748791189"
"225","0.9884018227066411","0.9884018227066411","0.9884018227066411","0.9880700250351503","0.9880700250351503","0.9880700250351503"
"226","0.9916764878479137","0.9916764878479137","0.9916764878479137","0.983808724882271","0.983808724882271","0.983808724882271"
"227","0.9902525676438133","0.9902525676438133","0.9902525676438133","0.9870684070844433","0.9870684070844433","0.9870684070844433"
"228","0.9911312831341123","0.9911312831341123","0.9911312831341123","0.9888820844166154","0.9888820844166154","0.9888820844166154"
"229","0.9906692819737271","0.9906692819737271","0.9906692819737271","0.9874070034246821","0.9874070034246821","0.9874070034246821"
"230","0.9897283744160369","0.9897283744160369","0.9897283744160369","0.9893037802822707","0.9893037802822707","0.9893037802822707"
"231","0.9893708343993654","0.9893708343993654","0.9893708343993654","0.9884068793180503","0.9884068793180503","0.9884068793180503"
"232","0.9891646777456119","0.9891646777456119","0.9891646777456119","0.9896608379378957","0.9896608379378957","0.9896608379378957"
"233","0.9894874875788893","0.9894874875788893","0.9894874875788893","0.988700371218392","0.988700371218392","0.988700371218392"
"234","0.9898930829758649","0.9898930829758649","0.9898930829758649","0.9908333894618228","0.9908333894618228","0.9908333894618228"
"235","0.9897387207439245","0.9897387207439245","0.9897387207439245","0.9911716536273208","0.9911716536273208","0.9911716536273208"
"236","0.9897906554729851","0.9897906554729851","0.9897906554729851","0.9906433661930542","0.9906433661930542","0.9906433661930542"
"237","0.9867029520552059","0.9867029520552059","0.9867029520552059","0.9871347305305065","0.9871347305305065","0.9871347305305065"
"238","0.9884881011174939","0.9884881011174939","0.9884881011174939","0.9889282956414935","0.9889282956414935","0.9889282956414935"
